id,name,rarity,cardtype,battleExp,price,hasbossimage,basehp,baseatk,basedef,basewis,baseagi,maxhp,maxatk,maxdef,maxwis,maxagi,maxlevel,growtype,skillid1,skillid2,evolution,maxevloution,cantrade,materialexp,peHP,peATK,peDEF,peWIS,peAGI,display
181,天公将军 张角,4,1,212,17020,0,3060,3360,3330,3840,3430,6110,6720,6650,7690,6870,99,1,28,0,3,4,1,1000,7750,8424,8343,9622,8565,1
182,破晓之神 海姆达尔,4,1,213,18230,0,3450,2860,4250,4180,3490,7550,6250,9310,9150,7640,99,3,2,0,3,4,1,1000,9434,7872,11392,11303,9482,1
183,雅乐天神 干闼婆,4,1,210,15680,0,2990,2430,3590,3620,3050,5980,4850,7180,7250,6110,99,1,4,0,3,4,1,1000,7641,6269,9043,9102,7794,1
184,撒旦之子 地狱男爵,4,1,207,13860,0,2840,3450,2700,2460,2410,5680,6910,5390,4920,4830,99,1,34,0,3,4,1,1000,7214,8539,6839,6288,6180,1
185,平天大圣 牛魔王,4,1,211,16910,0,3590,4190,3210,2930,2990,7850,9170,7030,6400,6540,99,3,34,0,3,4,1,1000,9729,11297,8718,7998,8207,0
186,影魔 服部半藏,4,1,209,15480,0,2990,2980,2410,3530,3570,5970,5960,4820,7060,7140,99,1,18,0,3,4,1,1000,7612,7602,6244,8907,8971,1
187,守护巨龙 拉冬,4,1,208,14550,0,2730,2880,2270,3320,3350,5360,5660,4450,6520,6580,99,2,29,0,3,4,1,1000,6869,7187,5766,8248,8280,1
189,雅典娜,3,1,142,7790,0,1870,2260,2230,2500,2270,4210,5090,5010,5620,5100,70,1,60,0,1,4,1,90,4710,5590,5510,6120,5600,1
190,岩石巨人 格里姆,4,1,210,15640,0,3010,2350,3680,3550,3050,6010,4700,7350,7100,6110,99,1,63,0,3,4,1,1000,7728,6239,9374,9067,7877,1
191,坚强女神 伊西斯,4,1,206,13330,0,2580,2780,2530,2590,2850,5160,5560,5070,5190,5700,99,1,27,0,3,4,1,1000,6563,7037,6487,6554,7131,1
192,独眼剑豪 柳生十兵卫,4,1,208,14170,0,2700,3080,2950,2680,2760,5400,6160,5900,5360,5530,99,1,46,0,3,4,1,1000,6969,7768,7510,6929,7101,1
193,神秘人1,1,1,33,440,0,630,770,510,770,650,1690,1800,1350,2030,1740,30,2,50,0,1,1,0,9,2190,2300,1850,2530,2240,0
194,神秘人2,1,1,34,520,0,860,980,770,660,680,2260,2000,2040,1750,1810,30,2,50,0,1,1,0,9,2760,2500,2540,2250,2310,0
195,神秘人3,2,1,91,2170,0,1260,990,1470,1560,1230,2090,2400,2440,2600,2060,40,2,50,0,1,1,0,45,2590,2900,2940,3100,2560,0
196,无妄尊者,2,1,93,2570,0,1500,1170,1820,1770,1440,2490,2600,3020,2950,2400,40,2,50,0,1,1,0,45,2990,3100,3520,3450,2900,0
197,地圣耶和华,3,1,137,5610,0,1530,1850,1210,1880,1540,3400,4100,3190,3670,3430,70,2,45,0,1,1,1,90,3900,4600,3690,4170,3930,0
198,天圣者,3,1,139,6590,0,1770,2070,2080,1800,1700,3930,4600,4630,3990,3790,70,2,45,0,1,1,1,90,4430,5100,5130,4490,4290,0
199,金睛古蟾,4,1,204,12250,0,2570,2340,2130,2040,3170,5050,5800,4190,4000,6230,99,2,34,0,1,1,1,1000,5550,6300,4690,4500,6730,0
200,Samael,4,1,210,15540,0,2710,3050,3100,3680,3000,5330,6500,6100,7240,5890,99,2,34,0,1,1,1,1000,5830,7000,6600,7740,6390,0
201,Gan Ceann,4,1,216,20460,1,3630,4820,4040,4070,3900,7450,10030,8330,8410,8040,99,3,33,0,1,1,1,1000,7950,10530,8830,8910,8540,0
202,Dullahan,3,1,145,9880,1,2560,3270,2720,2900,2660,5830,7420,6180,6580,6050,70,3,33,0,1,1,1,90,6330,7920,6680,7080,6550,0
203,White Angel,2,1,92,2420,0,850,970,940,1130,940,2120,2430,2350,2820,2340,40,2,40,0,1,4,0,45,2620,2930,2850,3320,2840,0
204,White Archangel,3,1,138,6040,0,1570,1730,1670,1960,1700,3480,3850,3720,4350,3790,70,2,40,0,3,4,1,90,4572,5014,4866,5603,4933,0
205,Black Angel,3,1,138,5960,0,1470,1700,1690,1990,1660,3270,3780,3760,4430,3680,70,2,40,0,1,4,1,90,3770,4280,4260,4930,4180,0
206,Black Archangel,4,1,207,13530,0,2460,2590,2790,3090,2600,4830,5080,5480,6060,5120,99,2,40,0,3,4,1,1000,6187,6555,6950,7684,6572,0
207,Uorko Maneater,4,1,213,17880,1,3700,4450,3450,3090,3190,7400,8890,6900,6180,6390,99,1,34,0,3,4,1,1000,9332,11036,8690,7862,8069,0
208,Ogre Giant,3,1,143,8390,1,2570,2980,2290,2080,2070,5770,6700,5150,4680,4670,70,1,34,0,1,4,1,90,6270,7200,5650,5180,5170,0
209,复苏女神 伊登,4,1,208,14430,0,2500,2880,2810,3390,2850,5010,5760,5630,6780,5700,99,1,20,0,3,4,1,1000,6434,7255,7123,8376,7168,1
210,诺特,3,1,139,6760,0,1700,2270,1900,1930,1860,3820,5110,4280,4340,4180,70,1,14,0,1,4,1,90,4320,5610,4780,4840,4680,1
211,阿芙洛狄,3,1,138,6140,0,1710,1310,2010,2050,1690,3840,2940,4530,4620,3810,70,1,16,0,1,4,1,90,4340,3440,5030,5120,4310,1
212,阿瑞斯,3,1,143,8300,0,2350,2470,2450,2310,2270,5280,5560,5510,5200,5100,70,1,17,0,1,4,1,90,5780,6060,6010,5700,5600,1
213,犍尼萨,3,1,142,7990,0,2160,2430,2420,2230,2170,4870,5470,5440,5020,4890,70,1,19,0,1,4,1,90,5370,5970,5940,5520,5390,0
214,大力神 阿特拉斯,4,1,209,15380,0,2910,2400,3520,3640,2910,5830,4800,7040,7290,5830,99,1,62,0,3,4,1,1000,7431,6194,8832,9183,7454,1
215,邪恶海怪 利维坦,4,1,212,17290,0,3370,3660,3670,3230,3360,5750,6370,6410,5440,5730,99,3,41,0,3,4,1,1000,7153,7908,7992,6824,7128,1
216,利维坦,3,1,143,8550,1,2330,2590,2670,2300,2320,3250,3840,4030,3170,3230,70,3,41,0,1,4,1,90,3750,4340,4530,3670,3730,1
217,黑天,3,1,139,6520,0,1780,2080,1450,2200,1810,4020,4670,3270,4950,4060,70,1,74,0,1,4,1,90,4520,5170,3770,5450,4560,1
218,光之毁灭者 黑天,4,1,207,13990,0,2680,3310,2100,3280,2620,6260,7730,4910,7650,6100,99,1,74,0,3,4,1,1000,7789,9409,6267,9394,7639,1
219,玛蒙,2,1,92,2390,0,900,1120,730,1100,930,2240,2790,1820,2750,2330,40,2,68,0,1,4,0,45,2740,3290,2320,3250,2830,1
220,财宝恶魔 玛蒙,3,1,137,5790,0,1550,1930,1260,1980,1550,3440,4290,2800,4410,3430,70,2,68,0,3,4,1,90,4560,5537,3823,5648,4571,1
221,阴险巫婆,2,1,92,2350,0,900,1120,720,1060,900,2250,2790,1810,2660,2250,40,2,79,0,1,4,0,45,2750,3290,2310,3160,2750,0
222,邪恶巫婆,3,1,137,5920,0,1630,1950,1290,1950,1630,3620,4330,2870,4340,3620,70,2,79,0,3,4,1,90,4743,5577,3891,5557,4743,0
223,通常種巨人,1,1,33,450,0,460,550,440,390,390,1840,2210,1740,1570,1540,30,2,55,0,1,2,0,9,2340,2710,2240,2070,2040,0
224,裂嘴小丑,2,1,92,2350,0,960,1160,910,840,820,2390,2890,2270,2100,2040,40,2,46,0,1,2,0,45,2890,3390,2770,2600,2540,0
225,河童,1,1,34,470,0,490,610,450,400,410,1950,2430,1810,1580,1660,30,2,64,0,1,4,0,9,2450,2930,2310,2080,2160,0
226,水鬼,2,1,92,2330,0,950,1140,930,810,820,2360,2860,2320,2010,2040,40,2,64,0,3,4,0,45,3414,4024,3341,2979,3027,0
227,黑武士,3,1,141,7530,0,2030,2400,2100,2060,2160,4570,5400,4730,4640,4850,70,1,30,0,1,4,1,90,5070,5900,5230,5140,5350,0
228,绝地武士 黑武士,4,1,210,16120,0,3050,3600,3150,3090,3230,7110,8390,7350,7210,7550,99,1,30,0,3,4,1,1000,8766,10237,9043,8882,9271,0
229,凶狠虎精,2,1,92,2320,0,870,990,910,880,980,2190,2470,2270,2210,2450,40,2,121,0,1,2,0,45,2690,2970,2770,2710,2950,0
232,龙王,3,1,141,7550,1,2000,2180,2000,2400,2200,4510,4900,4500,5400,4950,70,1,12,0,1,4,1,90,5010,5400,5000,5900,5450,1
233,海之王者 龙王,4,1,210,16170,0,3000,3270,3000,3600,3300,7010,7620,7000,8400,7700,99,1,12,0,3,4,1,1000,8652,9352,8640,10247,9444,1
234,疯狂史莱姆,2,1,92,2320,0,890,1000,860,890,1000,2210,2500,2150,2230,2490,40,2,78,0,1,4,0,45,2710,3000,2650,2730,2990,0
235,暴走史莱姆,3,1,137,5840,0,1590,1800,1550,1610,1790,3540,4000,3440,3570,3980,70,2,78,0,3,4,1,90,4653,5180,4540,4688,5158,0
236,關雲長,3,1,141,7540,0,2140,2270,2110,2030,2220,4820,5100,4740,4560,5000,70,1,131,0,1,4,1,90,5320,5600,5240,5060,5500,1
237,忠義武聖 關雲長,4,1,210,16140,0,3210,3400,3160,3040,3330,7500,7930,7380,7090,7780,99,1,131,0,3,4,1,1000,9213,9708,9075,8744,9535,1
238,毕利,3,1,137,5890,0,1620,1330,1920,1910,1630,3610,2950,4280,4240,3620,70,2,61,0,1,4,1,90,4110,3450,4780,4740,4120,0
239,暴风巨人 毕利,4,1,206,13150,0,2590,2090,2940,3090,2440,6010,4860,6830,7170,5660,99,2,61,0,3,4,1,1000,7445,6144,8420,8750,7097,0
240,治愈仙子,2,1,91,2250,0,870,710,1030,1040,850,2180,1760,2580,2600,2130,40,2,26,0,1,4,0,45,2680,2260,3080,3100,2630,0
241,魅惑魔女,3,1,136,5520,0,1490,1240,1820,1780,1550,3310,2760,4060,3950,3440,70,2,26,0,3,4,1,90,4417,3770,5259,5153,4535,0
242,圣堂刺客,2,1,93,2590,0,1140,990,890,890,1270,2840,2480,2220,2230,3170,40,2,18,0,1,2,0,45,3340,2980,2720,2730,3670,0
243,骷髅弓手,2,1,91,2220,0,920,870,750,790,1110,2290,2190,1880,1980,2770,40,2,54,0,1,4,0,45,2790,2690,2380,2480,3270,0
244,骷髅射手,3,1,137,5740,0,1690,1610,1410,1420,2070,3750,3580,3130,3150,4600,70,2,54,0,3,4,1,90,4882,4689,4168,4211,5842,0
245,许德拉,3,1,139,6500,0,1940,1620,1940,1940,1850,4370,3650,4370,4370,4160,70,1,25,0,1,4,1,90,4870,4150,4870,4870,4660,1
246,九头蛇 许德拉,4,1,207,13950,0,2910,2430,2920,2920,2770,6790,5670,6800,6800,6470,99,1,25,0,3,4,1,1000,8400,7115,8410,8410,8032,1
247,链锯狂魔,2,1,91,2190,0,840,930,850,820,940,2100,2330,2120,2050,2340,40,2,55,0,1,2,0,45,2600,2830,2620,2550,2840,0
248,贝鲁泽巴布,3,1,139,6570,0,1930,1740,1640,1690,2390,4350,3920,3700,3810,5380,70,1,54,0,1,4,1,90,4850,4420,4200,4310,5880,1
249,苍蝇王 贝鲁泽巴布,4,1,207,13930,0,2830,2750,2460,2420,3470,6600,6410,5730,5650,8100,99,1,54,0,3,4,1,1000,8206,7916,7186,7131,9943,1
250,跳跳僵尸,2,1,92,2350,0,920,970,890,880,1040,2290,2420,2230,2210,2590,40,2,52,0,1,4,0,45,2790,2920,2730,2710,3090,0
251,封印僵尸,3,1,138,5980,0,1640,1750,1650,1660,1840,3640,3880,3670,3690,4100,70,2,52,0,3,4,1,90,4772,5041,4788,4803,5301,0
252,史莱姆,1,1,33,440,0,430,470,410,430,470,1700,1870,1650,1720,1890,30,2,78,0,1,2,0,9,2200,2370,2150,2220,2390,0
253,蜘蛛女,3,1,141,7550,0,2160,2480,2040,2140,1960,4860,5580,4590,4810,4410,70,1,140,0,1,4,1,90,5360,6080,5090,5310,4910,0
254,高级蜘蛛女,4,1,210,16170,0,3240,3720,3060,3210,2940,7560,8680,7140,7480,6860,99,1,140,0,3,4,1,1000,9283,10569,8801,9191,8479,0
255,反击狼,3,1,142,8170,0,2190,2520,2580,2200,2180,4430,5180,5310,4450,4400,70,3,61,0,1,4,1,90,4930,5680,5810,4950,4900,0
256,高级反击狼,4,1,211,16250,0,3090,3400,3480,3040,3240,6640,7310,7490,6520,6970,99,3,61,0,3,4,1,1000,8284,9127,9336,8169,8607,0
257,母狮,3,1,141,7320,1,1850,2360,2110,2030,2100,4200,5370,4810,4610,4770,70,3,11,0,1,4,1,90,4700,5870,5310,5110,5270,0
258,高级母狮,4,1,209,14960,1,2650,3600,2920,2890,2920,8310,11350,9200,9050,9200,99,3,11,0,3,4,1,1000,9881,13191,10912,10716,10903,0
259,光耀龙骑士,2,1,91,2200,0,840,970,940,810,840,2100,2410,2360,2030,2090,40,2,70,0,1,4,0,45,2600,2910,2860,2530,2590,0
260,圣殿龙骑士,3,1,136,5560,0,1550,1660,1650,1530,1550,3430,3690,3660,3390,3440,70,2,70,0,3,4,1,90,4518,4849,4808,4462,4526,0
261,电磁猫灵,3,1,138,5970,0,1490,1590,1720,1980,1750,3320,3540,3810,4390,3890,70,2,69,0,1,4,1,90,3820,4040,4310,4890,4390,0
262,电磁猫神,4,1,206,13230,0,2340,2590,2550,3140,2610,5440,6010,5920,7290,6050,99,2,69,0,3,4,1,1000,6808,7429,7401,8905,7550,0
263,鼠鲛,3,1,139,6650,0,1810,1980,1810,1920,1980,4070,4450,4070,4310,4450,70,1,9,0,1,4,1,90,4570,4950,4570,4810,4950,1
264,巨毒尾兽 鼠鲛,4,1,207,13940,0,2720,2970,2630,2670,2950,6360,6920,6140,6220,6890,99,1,9,0,3,4,1,1000,7901,8549,7681,7816,8519,1
265,毒液蜥人,1,1,34,470,0,450,480,490,460,450,1800,1910,1970,1840,1800,30,2,54,0,1,4,0,9,2300,2410,2470,2340,2300,0
266,巨毒蜥人,2,1,92,2360,0,900,990,990,920,910,2260,2470,2480,2290,2270,40,2,54,0,3,4,0,45,3279,3514,3538,3318,3289,0
267,乱发女妖,2,1,92,2350,0,870,1110,740,1120,850,2170,2770,1840,2790,2130,40,2,29,0,1,4,0,45,2670,3270,2340,3290,2630,0
268,散发女魔,3,1,137,5890,0,1620,1970,1230,1970,1630,3600,4390,2740,4380,3630,70,2,29,0,3,4,1,90,4704,5632,3768,5627,4725,0
269,英俊剑士,2,1,91,2210,0,820,690,1030,1020,860,2040,1730,2580,2550,2160,40,2,52,0,1,4,0,45,2540,2230,3080,3050,2660,0
270,披风剑士,3,1,136,5510,0,1470,1230,1830,1790,1550,3270,2740,4060,3990,3430,70,2,52,0,3,4,1,90,4344,3743,5259,5182,4532,0
271,贝斯特,3,1,139,6660,0,1770,1480,2270,2250,1750,3980,3330,5120,5070,3930,70,1,18,0,1,4,1,90,4480,3830,5620,5570,4430,1
272,猫战神 贝斯特,4,1,207,13990,0,2620,2240,3300,3060,2770,6110,5240,7690,7150,6460,99,1,18,0,3,4,1,1000,7631,6611,9472,8921,7969,1
273,雷震子,3,1,139,6540,1,1830,2010,1460,2250,1790,4110,4510,3290,5070,4030,70,1,42,0,1,4,1,90,4610,5010,3790,5570,4530,1
274,蓝色祀翼 雷震子,4,1,208,14170,0,2680,3420,2200,3290,2580,6250,7970,5140,7690,6030,99,1,42,0,3,4,1,1000,7800,9612,6502,9461,7562,1
275,死神,3,1,142,8190,0,2070,2530,1640,2390,2010,4670,5690,3680,5390,4520,70,3,109,0,1,4,1,90,5170,6190,4180,5890,5020,0
276,高级死神,4,1,211,16750,0,3020,3610,2400,3630,3050,7040,8420,5610,8460,7120,99,3,109,0,3,4,1,1000,8719,10334,7062,10305,8764,0
277,世界之眼,3,1,137,1000,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,2,2,6,0,1,1,0,90,1500,1500,1500,1500,1500,0
278,幽冥之抓,1,1,34,470,0,480,460,400,410,580,1930,1830,1610,1630,2340,30,2,80,0,1,4,0,9,2430,2330,2110,2130,2840,0
279,恶魔之抓,2,1,92,2340,0,1000,890,810,800,1170,2490,2230,2020,2000,2930,40,2,80,0,3,4,0,45,3539,3256,2995,2980,4073,0
281,流浪巫医,2,1,92,2340,0,990,900,810,820,1160,2480,2240,2030,2060,2900,40,2,26,0,1,4,0,45,2980,2740,2530,2560,3400,0
282,恶魔巫医,3,1,138,5970,0,1860,1640,1450,1510,2070,4140,3650,3220,3350,4600,70,2,26,0,3,4,1,90,5316,4770,4292,4429,5872,0
285,枯萎树精,2,1,92,2370,0,1000,940,800,810,1190,2490,2350,1990,2010,2970,40,2,38,0,1,4,0,45,2990,2850,2490,2510,3470,0
286,树精长老,3,1,137,5860,0,1780,1610,1450,1440,2090,3960,3570,3220,3200,4640,70,2,38,0,3,4,1,90,5138,4716,4283,4267,5928,0
287,Lizardman Tribal Warrior,1,1,33,450,0,470,430,390,370,570,1880,1720,1550,1490,2290,30,2,52,0,1,4,0,9,2380,2220,2050,1990,2790,0
288,Lizardman Ambusher,2,1,91,2160,0,900,810,760,760,1080,2250,2040,1910,1890,2700,40,2,52,0,3,4,0,45,3288,3040,2872,2838,3832,0
289,Sahagin Warrior,1,1,34,480,0,480,460,410,420,620,1930,1850,1630,1660,2480,30,2,80,0,1,4,0,9,2430,2350,2130,2160,2980,0
290,Sahagin Protector,2,1,92,2350,0,980,890,810,820,1190,2460,2240,2040,2050,2970,40,2,80,0,3,4,0,45,3509,3271,3020,3037,4146,0
291,沃尔夫,3,1,139,6510,1,1900,1860,1560,1660,2320,4280,4180,3500,3730,5210,70,1,10,0,1,4,1,90,4780,4680,4000,4230,5710,0
292,月夜狼人 沃尔夫,4,1,207,14100,0,2940,2790,2440,2430,3500,6850,6510,5690,5670,8180,99,1,10,0,3,4,1,1000,8440,8077,7100,7133,9983,0
293,Imperial Hound,1,1,34,470,0,500,430,420,430,590,2010,1730,1680,1720,2350,30,2,46,0,1,4,0,9,2510,2230,2180,2220,2850,0
294,Imperial Mastiff,2,1,92,2380,0,1010,860,840,860,1180,2510,2160,2100,2150,2940,40,1,46,0,3,4,0,45,3577,3163,3092,3150,4086,0
295,Imperial Lasher,2,1,91,2210,0,940,900,820,820,940,2350,2260,2060,2050,2340,40,2,42,0,1,4,0,45,2850,2760,2560,2550,2840,0
296,Imperial Flayer,3,1,138,6190,0,1880,1810,1650,1640,1870,4230,4070,3710,3700,4210,70,1,42,0,3,4,1,90,5376,5195,4789,4777,5353,0
297,Imperial Dog Handler,2,1,91,2250,0,980,950,810,800,950,2450,2360,2010,2000,2370,40,2,50,0,1,4,0,45,2950,2860,2510,2500,2870,0
298,Imperial Beast Master,3,1,138,6270,0,1960,1890,1610,1600,1900,4420,4250,3630,3610,4260,70,2,50,0,3,4,1,90,5589,5398,4697,4675,5410,0
299,Imperial Mage,2,1,91,2240,0,930,900,790,890,960,2330,2260,1970,2230,2400,40,2,71,0,1,4,0,45,2830,2760,2470,2730,2900,0
300,Imperial Magus,3,1,138,6270,0,1860,1810,1580,1780,1920,4190,4070,3550,4010,4320,70,2,71,0,3,4,1,90,5331,5195,4608,5128,5477,0
301,鳄鱼神 索贝克,4,1,212,17470,1,3630,3340,3330,3740,3430,8470,8090,7760,10400,8010,99,1,117,0,1,1,1,1000,8970,8590,8260,10900,8510,0
302,水晶龙,3,1,141,7300,1,2160,1980,1910,1910,2470,4870,4470,4290,4290,5560,70,1,11,0,1,4,1,90,5370,4970,4790,4790,6060,0
303,高级水晶龙,4,1,210,15700,1,3270,3000,2860,2860,3710,7640,7000,6680,6680,8650,99,1,11,0,3,4,1,1000,9365,8633,8272,8272,10534,0
304,Cadmoth,2,1,91,2160,0,820,950,910,830,810,2050,2390,2270,2080,2020,40,2,52,0,1,4,0,45,2550,2890,2770,2580,2520,0
305,Cadmoth,3,1,136,5540,0,1540,1520,1750,1580,1520,3410,3370,3880,3520,3370,70,2,52,0,3,4,1,90,4487,4525,5007,4604,4439,0
306,红衣杀手,3,1,137,5930,0,1580,1800,1790,1680,1620,3520,3990,3980,3740,3600,70,2,45,0,1,4,1,90,4020,4490,4480,4240,4100,0
307,高级红衣杀手,4,1,206,13040,0,2500,2750,2730,2560,2500,5800,6380,6340,5950,5810,99,2,45,0,3,4,1,1000,7214,7903,7861,7415,7243,0
308,Mordred,5,1,216,20900,0,3990,4390,3970,3990,4560,10500,11550,10450,10500,12000,99,2,18,0,1,1,1,1500,11000,12050,10950,11000,12500,0
309,蛇精,3,1,139,6720,1,2340,1730,1510,2270,1750,5270,3890,3400,5100,3930,70,1,113,0,1,4,1,90,5770,4390,3900,5600,4430,0
310,高级蛇精,4,1,208,14500,0,3510,2590,2270,3400,2730,8190,6050,5290,7940,6370,99,1,113,0,3,4,1,1000,10007,7550,6677,9718,7879,0
311,Orthros,5,1,215,19590,0,3740,4120,3810,4180,3740,10290,11340,10470,11490,10290,99,1,114,0,1,1,1,1500,10790,11840,10970,11990,10790,0
313,Talos,5,1,215,19600,0,3880,3990,3910,3910,3910,10200,10500,10290,10290,10290,99,1,61,0,1,1,1,1500,10700,11000,10790,10790,10790,0
314,铁甲龙,3,1,139,6710,0,1990,1800,2190,1610,1990,4470,4040,4920,3620,4480,70,1,83,0,1,4,1,90,4970,4540,5420,4120,4980,0
315,高级铁甲龙,4,1,208,14430,0,2950,2630,3280,2590,2980,6870,6150,7650,6040,6960,99,1,83,0,3,4,1,1000,8503,7684,9386,7477,8596,0
316,加速鸡,3,1,141,7450,0,2000,1920,1920,2400,2400,4500,4320,4320,5400,5400,70,1,94,0,1,4,1,90,5000,4820,4820,5900,5900,0
317,高级加速鸡,4,1,210,15960,0,3000,2880,2880,3600,3600,7000,6720,6720,8400,8400,99,1,94,0,3,4,1,1000,8640,8318,8318,10247,10247,0
318,老鹿,3,1,140,7000,1,2000,1760,1920,1920,2400,4500,3960,4320,4320,5400,70,1,33,0,1,4,1,90,5000,4460,4820,4820,5900,0
319,高级老鹿,4,1,209,15000,1,3000,2640,2880,2880,3600,7000,6160,6720,6720,8400,99,1,33,0,3,4,1,1000,8640,7676,8318,8318,10247,0
320,矮人火枪手,2,1,91,2220,0,1340,1170,1510,1540,1380,2100,1680,2520,2590,2190,40,2,50,0,1,4,0,45,2600,2180,3020,3090,2690,0
321,火枪队长,3,1,136,5550,0,2000,1700,2320,2310,2100,3340,2660,4050,4020,3560,70,2,50,0,3,4,1,90,4428,3652,5234,5221,4669,0
322,骨头怪,3,1,138,6230,0,2420,2430,2220,2060,2080,4310,4350,3860,3510,3550,70,1,45,0,1,4,1,90,4810,4850,4360,4010,4050,0
323,高级骨头怪,4,1,206,13050,0,3380,3400,3080,2840,2860,6710,7012,6010,5460,5520,99,1,45,0,3,4,1,1000,8306,8618,7503,6872,6942,0
325,亚马逊,3,1,141,7500,0,2140,2250,2150,2350,1820,4820,5050,4830,5300,4090,70,1,82,0,1,4,1,90,5320,5550,5330,5800,4590,0
326,高级亚马逊,4,1,210,16060,0,3210,3370,3220,3530,2730,7500,7860,7510,8240,6360,99,1,82,0,3,4,1,1000,9213,9627,9226,10064,7906,0
327,Tangata Manu,5,1,214,19140,0,3640,3740,3680,3720,4360,10000,10300,10130,10240,11980,99,1,110,0,1,1,1,1500,10500,10800,10630,10740,12480,0
328,尖枪,3,1,139,6570,1,1810,1780,2020,1990,1780,4070,4000,4540,4490,4000,70,1,48,0,1,4,1,90,4570,4500,5040,4990,4500,0
329,高级尖枪,4,1,207,13650,0,2660,2540,2990,2890,2570,6200,5930,6980,6750,6000,99,1,48,0,3,4,1,1000,7741,7455,8629,8388,7525,0
330, Wolfman,3,1,139,6560,0,1750,2500,1980,1800,1340,3940,4990,4460,4050,3640,70,1,49,0,1,4,1,90,4440,5490,4960,4550,4140,0
331, Howling Wolfman,4,1,207,14060,0,2670,3380,2980,2820,2210,6220,7220,6960,6570,5810,99,1,49,0,3,4,1,1000,7731,8963,8591,8107,7262,0
332,Mari the Witch,5,1,213,18600,0,3640,3810,3760,4680,4680,10000,10480,10350,12870,11000,99,1,47,0,1,1,1,1500,10500,10980,10850,13370,11500,0
333,玉藻前,3,1,139,6520,0,1830,2160,1400,2080,1850,4070,4810,3110,4630,4120,70,2,86,0,1,4,1,90,4570,5310,3610,5130,4620,1
334,千年狐妖 玉藻前,4,1,208,14570,0,2730,3500,2220,3350,2770,6340,8140,5150,7770,6430,99,2,86,0,3,4,1,1000,7881,9851,6470,9440,7982,1
335,阿里曼,3,1,138,6280,0,1560,2060,1760,1750,1840,3470,4590,3900,3890,4080,70,2,115,0,1,4,1,90,3970,5090,4400,4390,4580,1
336,恶神 阿里曼,4,1,208,14350,0,2470,3400,2790,2880,2810,5740,7890,6470,6680,6530,99,2,115,0,3,4,1,1000,7143,9551,7972,8180,8074,1
337,桃太郎,3,1,137,5850,0,1600,1310,1870,1940,1630,3550,2920,4160,4320,3630,70,2,82,0,1,4,1,90,4050,3420,4660,4820,4130,1
338,恶鬼征服者 桃太郎,4,1,206,12950,0,2470,2100,3000,2910,2470,5730,4860,6960,6750,5730,99,2,82,0,3,4,1,1000,7152,6136,8522,8348,7170,1
339,Gargoyle,3,1,142,7970,0,2080,2160,2530,2400,2220,4680,4860,5690,5400,5000,70,1,98,0,1,4,1,90,5180,5360,6190,5900,5500,0
340,Unbound Gargoyle,4,1,212,17080,0,3120,3240,3790,3600,3330,7280,7560,8850,8400,7770,99,1,98,0,3,4,1,1000,8962,9283,10764,10247,9525,0
341,赫卡忒,3,1,139,6580,0,1910,1960,1950,1790,1790,4230,4350,4340,3970,3970,70,2,78,0,1,4,1,90,4730,4850,4840,4470,4470,0
342,魔法女神 赫卡忒,4,1,208,14470,0,2750,3070,3030,2840,2780,6380,7130,7030,6600,6450,99,2,78,0,3,4,1,1000,7958,8736,8633,8118,7968,1
343,Undead Captain,3,1,142,7950,1,2200,2380,1940,2640,2200,4950,5350,4360,5940,4950,70,1,114,0,1,4,1,90,5450,5850,4860,6440,5450,0
344,Undead General,4,1,212,17020,1,3300,3560,2900,3960,3300,7700,8320,6780,9240,7700,99,1,114,0,3,4,1,1000,9444,10156,8388,11211,9444,0
345,Hector,2,1,92,2360,0,890,1030,1000,920,870,2230,2580,2490,2310,2180,40,2,50,0,1,4,0,45,2730,3080,2990,2810,2680,0
346,Hector,3,1,138,5960,0,1650,1830,1740,1610,1680,3660,4080,3860,3570,3730,70,2,50,0,3,4,1,90,4778,5279,5038,4706,4837,0
347,布拉基,3,1,137,5930,0,1540,1810,1560,1940,1620,3420,4030,3460,4320,3600,70,1,111,0,1,4,1,90,3920,4530,3960,4820,4100,1
348,诗神 布拉基,4,1,206,13170,0,2390,2820,2420,3020,2520,5560,6550,5620,7020,5850,99,1,111,0,3,4,1,1000,6951,8082,7021,8618,7283,1
349,Monos,5,1,216,20820,0,4180,4580,3600,5040,3420,11500,12580,9900,13860,9410,99,1,13,0,1,1,1,1500,12000,13080,10400,14360,9910,0
350,爬行種巨人,2,1,92,2290,0,890,950,900,880,960,2220,2370,2260,2210,2410,40,2,51,0,1,2,0,45,2720,2870,2760,2710,2910,1
351,Undead Wizard,2,1,92,2300,0,890,730,1040,1080,860,2230,1830,2610,2700,2140,40,2,41,0,1,2,0,45,2730,2330,3110,3200,2640,0
352,孔思,3,1,140,6880,0,1890,1510,2270,2270,1890,4250,3400,5100,5100,4250,70,1,88,0,1,4,1,90,4750,3900,5600,5600,4750,1
353,阴暗月神 孔思,4,1,208,14750,0,2840,2270,3400,3400,2840,6620,5290,7940,7940,6620,99,1,88,0,3,4,1,1000,8203,6677,9718,9718,8203,1
354,嫦娥,3,1,137,5880,0,1600,1940,1300,1980,1580,3570,4300,2880,4390,3510,70,2,116,0,1,4,1,90,4070,4800,3380,4890,4010,1
